Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""http://10.50.120.22/nvkids/#/login"")",IE 11,,,2019-07-29 13:39:34,2019-07-29 13:39:44,10.659s,PASSED
maximizeWindow(),IE 11,,,2019-07-29 13:39:44,2019-07-29 13:39:44,0.017s,PASSED
waitForAngularLoad(10),IE 11,,,2019-07-29 13:39:44,2019-07-29 13:39:44,0.052s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",IE 11,,,2019-07-29 13:39:44,2019-07-29 13:39:45,0.698s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",IE 11,,,2019-07-29 13:39:45,2019-07-29 13:39:46,0.581s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",IE 11,,,2019-07-29 13:39:46,2019-07-29 13:39:48,2.073s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",IE 11,,,2019-07-29 13:39:48,2019-07-29 13:39:49,0.862s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(CONTROL, ""a""))",IE 11,,,2019-07-29 13:39:49,2019-07-29 13:39:49,0.541s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(DELETE))",IE 11,,,2019-07-29 13:39:49,2019-07-29 13:39:49,0.301s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",IE 11,,,2019-07-29 13:39:49,2019-07-29 13:39:50,0.978s,PASSED
delay(5),IE 11,,,2019-07-29 13:39:50,2019-07-29 13:39:55,5.003s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Failure. E0076 : Enter Required Fields"")",IE 11,,,2019-07-29 13:39:55,2019-07-29 13:39:56,0.172s,PASSED
takeScreenshot(),IE 11,,,2019-07-29 13:39:56,2019-07-29 13:39:56,0.087s,PASSED
closeBrowser(),IE 11,,,2019-07-29 13:39:56,2019-07-29 13:39:56,0.587s,PASSED
