Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/BPM POC/TC_003_Verify_RequiredField,Chrome 75.0.3770.142,,,2019-07-29 10:40:34,2019-07-29 10:40:57,22.750s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-29 10:40:34,2019-07-29 10:40:40,5.989s,PASSED
"navigateToUrl(""http://10.50.120.22/nvkids/#/login"")",Chrome 75.0.3770.142,,,2019-07-29 10:40:40,2019-07-29 10:40:46,5.994s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,,2019-07-29 10:40:46,2019-07-29 10:40:50,4.140s,PASSED
waitForAngularLoad(10),Chrome 75.0.3770.142,,,2019-07-29 10:40:50,2019-07-29 10:40:50,0.010s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",Chrome 75.0.3770.142,,,2019-07-29 10:40:50,2019-07-29 10:40:50,0.141s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",Chrome 75.0.3770.142,,,2019-07-29 10:40:50,2019-07-29 10:40:50,0.102s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",Chrome 75.0.3770.142,,,2019-07-29 10:40:50,2019-07-29 10:40:50,0.123s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",Chrome 75.0.3770.142,,,2019-07-29 10:40:50,2019-07-29 10:40:51,0.824s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(CONTROL, ""a""))",Chrome 75.0.3770.142,,,2019-07-29 10:40:51,2019-07-29 10:40:51,0.086s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(DELETE))",Chrome 75.0.3770.142,,,2019-07-29 10:40:51,2019-07-29 10:40:51,0.071s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",Chrome 75.0.3770.142,,,2019-07-29 10:40:51,2019-07-29 10:40:52,0.092s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 10:40:52,2019-07-29 10:40:57,5.003s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Failure. E0076 : Enter Required Fields"")",Chrome 75.0.3770.142,,,2019-07-29 10:40:57,2019-07-29 10:40:57,0.031s,PASSED
