Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BPM POC_SUITE,IE 11,,,2019-07-29 10:56:44,2019-07-29 10:57:56,1m - 12.352s,INCOMPLETE
,,,,,,,
Test Cases/BPM POC/TC_001_Verify_Record_UpdateSuccessful,IE 11,,,2019-07-29 10:56:44,2019-07-29 10:57:12,27.736s,PASSED
"openBrowser("""")",IE 11,,,2019-07-29 10:56:44,2019-07-29 10:56:46,2.258s,PASSED
"navigateToUrl(""http://10.50.120.22/nvkids/#/login"")",IE 11,,,2019-07-29 10:56:46,2019-07-29 10:56:56,9.764s,PASSED
maximizeWindow(),IE 11,,,2019-07-29 10:56:56,2019-07-29 10:56:56,0.038s,PASSED
waitForAngularLoad(10),IE 11,,,2019-07-29 10:56:56,2019-07-29 10:56:56,0.133s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",IE 11,,,2019-07-29 10:56:56,2019-07-29 10:56:57,0.496s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",IE 11,,,2019-07-29 10:56:57,2019-07-29 10:56:57,0.423s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",IE 11,,,2019-07-29 10:56:57,2019-07-29 10:56:59,1.298s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",IE 11,,,2019-07-29 10:56:59,2019-07-29 10:57:00,1.376s,PASSED
delay(5),IE 11,,,2019-07-29 10:57:00,2019-07-29 10:57:05,5.014s,PASSED
ra = RandomStringUtils.randomAlphanumeric(10),IE 11,,,2019-07-29 10:57:05,2019-07-29 10:57:05,0.019s,PASSED
"setText(findTestObject(""BPM POC/Input_Description""), ""Test - message"" + ra)",IE 11,,,2019-07-29 10:57:05,2019-07-29 10:57:05,0.566s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",IE 11,,,2019-07-29 10:57:06,2019-07-29 10:57:06,0.923s,PASSED
delay(5),IE 11,,,2019-07-29 10:57:06,2019-07-29 10:57:11,5.002s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Success. Record Saved Successfully"")",IE 11,,,2019-07-29 10:57:11,2019-07-29 10:57:12,0.143s,PASSED
,,,,,,,
