Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
waitForAngularLoad(10),Chrome 75.0.3770.142,,,2019-07-29 07:30:47,2019-07-29 07:30:47,0.012s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",Chrome 75.0.3770.142,,,2019-07-29 07:30:47,2019-07-29 07:30:47,0.152s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",Chrome 75.0.3770.142,,,2019-07-29 07:30:47,2019-07-29 07:30:47,0.110s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",Chrome 75.0.3770.142,,,2019-07-29 07:30:47,2019-07-29 07:30:47,0.098s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",Chrome 75.0.3770.142,,,2019-07-29 07:30:47,2019-07-29 07:30:48,0.888s,PASSED
"setText(findTestObject(""BPM POC/Input_Description""), ""POC Test Message 6 POC Test Message 6 Sample9"")",Chrome 75.0.3770.142,,,2019-07-29 07:30:48,2019-07-29 07:30:48,0.380s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",Chrome 75.0.3770.142,,,2019-07-29 07:30:48,2019-07-29 07:30:48,0.076s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 07:30:48,2019-07-29 07:30:53,5.016s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Failure. E : Record Already Exists"")",Chrome 75.0.3770.142,,,2019-07-29 07:30:53,2019-07-29 07:30:53,0.028s,PASSED
,,,,,,,
Test Cases/BPM POC/TC_003_Verify_RequiredField,Chrome 75.0.3770.142,,,2019-07-29 07:30:53,2019-07-29 07:31:16,22.625s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-29 07:30:54,2019-07-29 07:31:00,5.972s,PASSED
"navigateToUrl(""http://10.50.120.22/nvkids/#/login"")",Chrome 75.0.3770.142,,,2019-07-29 07:31:00,2019-07-29 07:31:05,5.929s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,,2019-07-29 07:31:05,2019-07-29 07:31:10,4.138s,PASSED
waitForAngularLoad(10),Chrome 75.0.3770.142,,,2019-07-29 07:31:10,2019-07-29 07:31:10,0.010s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",Chrome 75.0.3770.142,,,2019-07-29 07:31:10,2019-07-29 07:31:10,0.144s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",Chrome 75.0.3770.142,,,2019-07-29 07:31:10,2019-07-29 07:31:10,0.109s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",Chrome 75.0.3770.142,,,2019-07-29 07:31:10,2019-07-29 07:31:10,0.083s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",Chrome 75.0.3770.142,,,2019-07-29 07:31:10,2019-07-29 07:31:11,0.829s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(CONTROL, ""a""))",Chrome 75.0.3770.142,,,2019-07-29 07:31:11,2019-07-29 07:31:11,0.092s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(DELETE))",Chrome 75.0.3770.142,,,2019-07-29 07:31:11,2019-07-29 07:31:11,0.048s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",Chrome 75.0.3770.142,,,2019-07-29 07:31:11,2019-07-29 07:31:11,0.105s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 07:31:11,2019-07-29 07:31:16,5.002s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Failure. E0076 : Enter Required Fields"")",Chrome 75.0.3770.142,,,2019-07-29 07:31:16,2019-07-29 07:31:16,0.036s,PASSED
