Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:25,2019-07-29 15:24:25,0.241s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:25,2019-07-29 15:24:25,0.125s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",Chrome 75.0.3770.142,,,2019-07-29 15:24:25,2019-07-29 15:24:25,0.097s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",Chrome 75.0.3770.142,,,2019-07-29 15:24:25,2019-07-29 15:24:26,1.149s,PASSED
"setText(findTestObject(""BPM POC/Input_Description""), ""POC Test Message 6 POC Test Message 6 Sample9"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:26,2019-07-29 15:24:27,0.501s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",Chrome 75.0.3770.142,,,2019-07-29 15:24:27,2019-07-29 15:24:27,0.083s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 15:24:27,2019-07-29 15:24:32,5.002s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Failure. E : Record Already Exists"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:32,2019-07-29 15:24:32,0.048s,PASSED
takeScreenshot(),Chrome 75.0.3770.142,,,2019-07-29 15:24:32,2019-07-29 15:24:32,0.329s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-29 15:24:32,2019-07-29 15:24:33,0.682s,PASSED
,,,,,,,
Test Cases/BPM POC/TC_003_Verify_RequiredField,Chrome 75.0.3770.142,,,2019-07-29 15:24:33,2019-07-29 15:24:57,24.159s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-29 15:24:33,2019-07-29 15:24:38,5.179s,PASSED
"navigateToUrl(""http://10.50.120.22/nvkids/#/login"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:38,2019-07-29 15:24:45,6.338s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,,2019-07-29 15:24:45,2019-07-29 15:24:49,4.214s,PASSED
waitForAngularLoad(10),Chrome 75.0.3770.142,,,2019-07-29 15:24:49,2019-07-29 15:24:49,0.047s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:49,2019-07-29 15:24:49,0.176s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:49,2019-07-29 15:24:49,0.124s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",Chrome 75.0.3770.142,,,2019-07-29 15:24:49,2019-07-29 15:24:49,0.090s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",Chrome 75.0.3770.142,,,2019-07-29 15:24:49,2019-07-29 15:24:51,1.390s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(CONTROL, ""a""))",Chrome 75.0.3770.142,,,2019-07-29 15:24:51,2019-07-29 15:24:51,0.081s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(DELETE))",Chrome 75.0.3770.142,,,2019-07-29 15:24:51,2019-07-29 15:24:51,0.086s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",Chrome 75.0.3770.142,,,2019-07-29 15:24:51,2019-07-29 15:24:51,0.115s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 15:24:51,2019-07-29 15:24:56,5.002s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Failure. E0076 : Enter Required Fields"")",Chrome 75.0.3770.142,,,2019-07-29 15:24:56,2019-07-29 15:24:56,0.033s,PASSED
takeScreenshot(),Chrome 75.0.3770.142,,,2019-07-29 15:24:56,2019-07-29 15:24:56,0.335s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-29 15:24:56,2019-07-29 15:24:57,0.696s,PASSED
