Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/BPM POC/TC_003_Verify_RequiredField,Chrome 75.0.3770.142,,,2019-07-29 13:18:26,2019-07-29 13:18:49,23.205s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-29 13:18:26,2019-07-29 13:18:32,5.320s,PASSED
navigateToUrl(URL),Chrome 75.0.3770.142,,,2019-07-29 13:18:32,2019-07-29 13:18:38,6.023s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,,2019-07-29 13:18:38,2019-07-29 13:18:42,4.146s,PASSED
waitForAngularLoad(10),Chrome 75.0.3770.142,,,2019-07-29 13:18:42,2019-07-29 13:18:42,0.009s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), USERNAME)",Chrome 75.0.3770.142,,,2019-07-29 13:18:42,2019-07-29 13:18:42,0.133s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), PASSWORD)",Chrome 75.0.3770.142,,,2019-07-29 13:18:42,2019-07-29 13:18:42,0.126s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",Chrome 75.0.3770.142,,,2019-07-29 13:18:42,2019-07-29 13:18:42,0.092s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",Chrome 75.0.3770.142,,,2019-07-29 13:18:42,2019-07-29 13:18:43,0.828s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(CONTROL, ""a""))",Chrome 75.0.3770.142,,,2019-07-29 13:18:43,2019-07-29 13:18:43,0.083s,PASSED
"sendKeys(findTestObject(""BPM POC/Input_Description""), Keys.chord(DELETE))",Chrome 75.0.3770.142,,,2019-07-29 13:18:43,2019-07-29 13:18:43,0.047s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",Chrome 75.0.3770.142,,,2019-07-29 13:18:43,2019-07-29 13:18:43,0.082s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 13:18:43,2019-07-29 13:18:48,5.002s,PASSED
"verifyElementText(findTestObject(""BPM POC/Status_message""), ""Failure. E0076 : Enter Required Fields"")",Chrome 75.0.3770.142,,,2019-07-29 13:18:48,2019-07-29 13:18:48,0.029s,PASSED
takeScreenshot(),Chrome 75.0.3770.142,,,2019-07-29 13:18:48,2019-07-29 13:18:49,0.347s,PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-29 13:18:49,2019-07-29 13:18:49,0.715s,PASSED
