Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BPM POC_SUITE,Chrome 75.0.3770.142,,,2019-07-29 10:36:09,2019-07-29 10:37:23,1m - 14.013s,INCOMPLETE
,,,,,,,
Test Cases/BPM POC/TC_001_Verify_Record_UpdateSuccessful,Chrome 75.0.3770.142,,,2019-07-29 10:36:09,2019-07-29 10:36:38,28.420s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-29 10:36:10,2019-07-29 10:36:16,6.117s,PASSED
"navigateToUrl(""http://10.50.120.22/nvkids/#/login"")",Chrome 75.0.3770.142,,,2019-07-29 10:36:16,2019-07-29 10:36:22,5.885s,PASSED
maximizeWindow(),Chrome 75.0.3770.142,,,2019-07-29 10:36:22,2019-07-29 10:36:26,4.161s,PASSED
waitForAngularLoad(10),Chrome 75.0.3770.142,,,2019-07-29 10:36:26,2019-07-29 10:36:26,0.030s,PASSED
"setText(findTestObject(""Login Page/Input_Username""), ""protechnv"")",Chrome 75.0.3770.142,,,2019-07-29 10:36:26,2019-07-29 10:36:26,0.184s,PASSED
"setText(findTestObject(""Login Page/Input_Password""), ""Protech!23nv"")",Chrome 75.0.3770.142,,,2019-07-29 10:36:26,2019-07-29 10:36:26,0.338s,PASSED
"click(findTestObject(""Login Page/Button_Login""))",Chrome 75.0.3770.142,,,2019-07-29 10:36:26,2019-07-29 10:36:26,0.086s,PASSED
"doubleClick(findTestObject(""BPM POC/GridRow""))",Chrome 75.0.3770.142,,,2019-07-29 10:36:26,2019-07-29 10:36:27,0.861s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 10:36:27,2019-07-29 10:36:32,5.032s,PASSED
ra = RandomStringUtils.randomAlphanumeric(10),Chrome 75.0.3770.142,,,2019-07-29 10:36:32,2019-07-29 10:36:32,0.002s,PASSED
"setText(findTestObject(""BPM POC/Input_Description""), ""Test - message"" + ra)",Chrome 75.0.3770.142,,,2019-07-29 10:36:32,2019-07-29 10:36:33,0.303s,PASSED
"click(findTestObject(""BPM POC/Button_Save""))",Chrome 75.0.3770.142,,,2019-07-29 10:36:33,2019-07-29 10:36:33,0.086s,PASSED
delay(5),Chrome 75.0.3770.142,,,2019-07-29 10:36:33,2019-07-29 10:36:38,5.002s,PASSED
